Close,Prev_Close,Daily_Gain_Rate,Last_Week_Close,Weekly_Gain_Rate,Last_Month_Close,Monthly_Gain_Rate,30days_Close,30days_Gain_Rate,90days_Close,90days_Gain_Rate,Name,Market,Marcap,Ticker,key_0,Last_Week_Close_Date,Last_Month_Close_Date,30days,90days
28100.0,28200.0,-0.3546099290780142,28100.0,0.0,28450.0,-1.2302284710017575,28650.0,-1.9197207678883073,28500.0,-1.4035087719298245,카카오뱅크,KOSPI,13401483949700.0,323410,,,,,
182600.0,185200.0,-1.4038876889848813,191200.0,-4.497907949790795,191800.0,-4.796663190823774,193600.0,-5.681818181818182,178000.0,2.584269662921348,SK,KOSPI,13366014875400.0,034730,,,,,
134000.0,114400.0,17.132867132867133,93800.0,42.857142857142854,84800.0,58.01886792452831,90100.0,48.723640399556054,61700.0,117.17990275526742,한미반도체,KOSPI,13043466468000.0,042700,,,,,
163600.0,159900.0,2.313946216385241,158100.0,3.478810879190386,160000.0,2.25,159800.0,2.3779724655819776,170000.0,-3.7647058823529407,삼성에스디에스,KOSPI,12659008080000.0,018260,,,,,
93700.0,93900.0,-0.21299254526091588,92500.0,1.2972972972972971,93000.0,0.7526881720430108,92000.0,1.8478260869565217,86900.0,7.825086306098965,KT&G,KOSPI,12211217968900.0,033780,,,,,
250000.0,257000.0,-2.7237354085603114,236000.0,5.932203389830509,227000.0,10.13215859030837,225000.0,11.11111111111111,193600.0,29.132231404958674,크래프톤,KOSPI,12091123250000.0,259960,,,,,
53300.0,54100.0,-1.478743068391867,53200.0,0.18796992481203006,52700.0,1.1385199240986716,52500.0,1.5238095238095237,50100.0,6.387225548902195,SK텔레콤,KOSPI,11448309824900.0,017670,,,,,
118400.0,120700.0,-1.9055509527754766,120000.0,-1.3333333333333335,117100.0,1.1101622544833476,119600.0,-1.0033444816053512,140300.0,-15.609408410548825,SK이노베이션,KOSPI,11335093856000.0,096770,,,,,
17520.0,17480.0,0.2288329519450801,17890.0,-2.068194522079374,16240.0,7.8817733990147785,16140.0,8.550185873605948,15900.0,10.18867924528302,두산에너빌리티,KOSPI,11222631277920.0,034020,,,,,
149900.0,149300.0,0.4018754186202277,144900.0,3.450655624568668,140000.0,7.071428571428571,139300.0,7.609475951184494,153200.0,-2.154046997389034,삼성전기,KOSPI,11196585030400.0,009150,,,,,
13950.0,14790.0,-5.679513184584178,15280.0,-8.704188481675393,14000.0,-0.35714285714285715,13630.0,2.347762289068232,11860.0,17.622259696458684,기업은행,KOSPI,11124090872550.0,024110,,,,,
14590.0,14610.0,-0.13689253935660506,15200.0,-4.0131578947368425,14900.0,-2.0805369127516777,14520.0,0.4820936639118457,13000.0,12.230769230769232,우리금융지주,KOSPI,10970942635990.0,316140,,,,,
78600.0,79300.0,-0.8827238335435058,80000.0,-1.7500000000000002,69900.0,12.446351931330472,68000.0,15.588235294117647,52600.0,49.42965779467681,SK스퀘어,KOSPI,10923909429600.0,402340,,,,,
15750.0,15510.0,1.5473887814313347,15560.0,1.2210796915167095,18270.0,-13.793103448275861,18370.0,-14.262384322264563,19580.0,-19.560776302349336,HMM,KOSPI,10852372062000.0,011200,,,,,
118700.0,119400.0,-0.5862646566164154,125100.0,-5.115907274180655,117900.0,0.6785411365564037,119500.0,-0.6694560669456067,129000.0,-7.984496124031009,HD현대중공업,KOSPI,10537368869200.0,329180,,,,,
207500.0,223000.0,-6.950672645739911,202000.0,2.722772277227723,187500.0,10.666666666666668,194500.0,6.683804627249357,124500.0,66.66666666666666,한화에어로스페이스,KOSPI,10505725000000.0,012450,,,,,
37950.0,38650.0,-1.8111254851228977,38750.0,-2.064516129032258,39100.0,-2.941176470588235,38400.0,-1.171875,34400.0,10.319767441860465,KT,KOSPI,9785815842000.0,030200,,,,,
229000.0,224000.0,2.232142857142857,195800.0,16.956077630234933,199100.0,15.017579105976896,202000.0,13.366336633663368,233500.0,-1.9271948608137044,하이브,KOSPI,9538330213000.0,352820,,,,,
454500.0,460000.0,-1.1956521739130435,440000.0,3.295454545454545,447500.0,1.564245810055866,458000.0,-0.7641921397379913,498000.0,-8.734939759036145,고려아연,KOSPI,9502953246000.0,010130,,,,,
53200.0,54600.0,-2.564102564102564,56500.0,-5.84070796460177,56100.0,-5.169340463458111,56600.0,-6.007067137809187,62400.0,-14.743589743589745,포스코인터내셔널,KOSPI,9359092321600.0,047050,,,,,
133600.0,139200.0,-4.022988505747127,149800.0,-10.814419225634179,193100.0,-30.813050233039874,189400.0,-29.46145723336853,188500.0,-29.124668435013263,에코프로머티,KOSPI,9216425124800.0,450080,,,,,
77900.0,78100.0,-0.2560819462227913,77800.0,0.12853470437017994,76400.0,1.963350785340314,75800.0,2.7704485488126647,69600.0,11.925287356321839,S-Oil,KOSPI,8770199496800.0,010950,,,,,
120200.0,120200.0,0.0,125900.0,-4.527402700555997,111900.0,7.41733690795353,115300.0,4.24978317432784,120900.0,-0.5789909015715468,HD한국조선해양,KOSPI,8506928543200.0,009540,,,,,
27400.0,28200.0,-2.8368794326241136,30700.0,-10.749185667752444,23600.0,16.101694915254235,24300.0,12.757201646090536,25100.0,9.163346613545817,한화오션,KOSPI,8394233832600.0,042660,,,,,
21700.0,21800.0,-0.45871559633027525,21800.0,-0.45871559633027525,23000.0,-5.6521739130434785,22700.0,-4.405286343612335,23900.0,-9.205020920502092,대한항공,KOSPI,7990388343700.0,003490,,,,,
8620.0,8700.0,-0.9195402298850575,9080.0,-5.066079295154185,7900.0,9.113924050632912,8020.0,7.4812967581047385,7750.0,11.225806451612904,삼성중공업,KOSPI,7585600000000.0,010140,,,,,
48550.0,50800.0,-4.429133858267717,53000.0,-8.39622641509434,54100.0,-10.258780036968576,53000.0,-8.39622641509434,74200.0,-34.56873315363882,포스코DX,KOSPI,7381286092950.0,022100,,,,,
92500.0,94700.0,-2.3231256599788805,94600.0,-2.2198731501057085,96900.0,-4.540763673890609,94100.0,-1.7003188097768331,100400.0,-7.868525896414343,SK바이오팜,KOSPI,7243975625000.0,326030,,,,,
121200.0,122300.0,-0.8994276369582993,116100.0,4.3927648578811365,119600.0,1.3377926421404682,123300.0,-1.70316301703163,145000.0,-16.413793103448278,아모레퍼시픽,KOSPI,7089322390800.0,090430,,,,,
96300.0,101000.0,-4.653465346534653,103600.0,-7.046332046332046,98800.0,-2.5303643724696356,95800.0,0.5219206680584552,83700.0,15.053763440860216,DB손해보험,KOSPI,6818040000000.0,005830,,,,,
180600.0,185500.0,-2.6415094339622645,187400.0,-3.628601921024546,190500.0,-5.196850393700787,193000.0,-6.424870466321243,191500.0,-5.691906005221932,현대글로비스,KOSPI,6772500000000.0,086280,,,,,
54100.0,56800.0,-4.753521126760563,54500.0,-0.7339449541284404,54200.0,-0.18450184501845018,53600.0,0.9328358208955223,45400.0,19.162995594713657,한국타이어앤테크놀로지,KOSPI,6701641232900.0,161390,,,,,
113100.0,114300.0,-1.0498687664041995,120000.0,-5.75,96500.0,17.2020725388601,94900.0,19.17808219178082,109200.0,3.571428571428571,금양,KOSPI,6565459184700.0,001570,,,,,
178700.0,183100.0,-2.4030584380120152,166500.0,7.327327327327328,124400.0,43.64951768488746,123200.0,45.048701298701296,82200.0,117.39659367396594,HD현대일렉트릭,KOSPI,6441623024500.0,267260,,,,,
176200.0,180900.0,-2.59812050856827,186100.0,-5.319720580333154,169700.0,3.830288744843842,165800.0,6.272617611580217,204000.0,-13.627450980392156,엘앤에프,KOSPI,6388305966600.0,066970,,,,,
77400.0,76300.0,1.4416775884665793,76300.0,1.4416775884665793,67400.0,14.836795252225517,68700.0,12.663755458515283,68800.0,12.5,유한양행,KOSPI,6208181553600.0,000100,,,,,
386500.0,392000.0,-1.403061224489796,381500.0,1.310615989515072,319000.0,21.15987460815047,324500.0,19.106317411402156,355000.0,8.87323943661972,LG생활건강,KOSPI,6036433140500.0,051900,,,,,
88300.0,89400.0,-1.2304250559284116,92100.0,-4.125950054288817,73900.0,19.485791610284167,74800.0,18.048128342245988,116100.0,-23.944875107665805,두산로보틱스,KOSPI,5723604234000.0,454910,,,,,
156800.0,159600.0,-1.7543859649122806,158800.0,-1.2594458438287155,160700.0,-2.4268823895457374,156100.0,0.4484304932735426,114200.0,37.3029772329247,현대차2우B,KOSPI,5663709609600.0,005387,,,,,
12820.0,12830.0,-0.0779423226812159,12770.0,0.39154267815191857,12730.0,0.7069913589945012,12640.0,1.4240506329113924,12440.0,3.054662379421222,맥쿼리인프라,KOSPI,5586716971100.0,088980,,,,,
68900.0,69200.0,-0.4335260115606936,68900.0,0.0,70700.0,-2.545968882602546,70800.0,-2.6836158192090394,63300.0,8.846761453396525,HD현대,KOSPI,5442623556500.0,267250,,,,,
63100.0,65000.0,-2.923076923076923,58700.0,7.495741056218058,61700.0,2.2690437601296596,65200.0,-3.2208588957055215,58100.0,8.605851979345955,넷마블,KOSPI,5423665976200.0,251270,,,,,
54000.0,56100.0,-3.7433155080213902,52400.0,3.0534351145038165,46950.0,15.015974440894569,47350.0,14.044350580781414,50400.0,7.142857142857142,두산밥캣,KOSPI,5413454964000.0,241560,,,,,
10580.0,10630.0,-0.4703668861712135,10750.0,-1.5813953488372092,11380.0,-7.029876977152901,11320.0,-6.5371024734982335,11775.0,-10.148619957537155,LG디스플레이,KOSPI,5290000000000.0,034220,,,,,
162300.0,169300.0,-4.134672179562906,169200.0,-4.078014184397164,177100.0,-8.356860530773574,171600.0,-5.419580419580419,147300.0,10.183299389002038,코스모신소재,KOSPI,5276495698800.0,005070,,,,,
38900.0,39500.0,-1.5189873417721518,39400.0,-1.2690355329949239,44050.0,-11.691259931895573,45650.0,-14.786418400876233,49300.0,-21.095334685598377,카카오페이,KOSPI,5225755707700.0,377300,,,,,
73100.0,74400.0,-1.747311827956989,74700.0,-2.14190093708166,73300.0,-0.2728512960436562,71600.0,2.094972067039106,78900.0,-7.3510773130545,SK아이이테크놀로지,KOSPI,5211853975200.0,361610,,,,,
120000.0,120100.0,-0.08326394671107411,121000.0,-0.8264462809917356,122400.0,-1.9607843137254901,127100.0,-5.586152635719905,153200.0,-21.671018276762403,롯데케미칼,KOSPI,5133050280000.0,011170,,,,,
2745.820068359375,,-0.3371930231562781,2748.56005859375,-0.09968820676877861,2642.360107421875,3.9154375910725085,2652.2900390625,3.526387684581241,2655.280029296875,3.4098113217262154,,,,,2024-03-28,2024-03-22,2024-02-29,2024-02-28,2023-12-28
