Close,Prev_Close,Daily_Gain_Rate,Last_Week_Close,Weekly_Gain_Rate,Last_Month_Close,Monthly_Gain_Rate,30days_Close,30days_Gain_Rate,90days_Close,90days_Gain_Rate,Name,Market,Marcap,Ticker,key_0,Last_Week_Close_Date,Last_Month_Close_Date,30days,90days
658000.0,674000.0,-2.3738872403560833,628000.0,4.777070063694268,618000.0,6.472491909385113,588000.0,11.904761904761903,647000.0,1.7001545595054095,에코프로,KOSDAQ,17521005544000.0,086520,,,,,
109700.0,109600.0,0.09124087591240876,111800.0,-1.8783542039355994,81500.0,34.60122699386503,77300.0,41.91461836998706,50700.0,116.37080867850098,HLB,KOSDAQ,14350080897700.0,028300,,,,,
53500.0,51500.0,3.8834951456310676,52700.0,1.5180265654648957,51400.0,4.085603112840467,52400.0,2.099236641221374,43850.0,22.006841505131128,HPSP,KOSDAQ,4436976704000.0,403870,,,,,
236500.0,227000.0,4.185022026431718,229500.0,3.0501089324618738,280500.0,-15.686274509803921,292000.0,-19.006849315068493,79500.0,197.48427672955975,엔켐,KOSDAQ,4334445236000.0,348370,,,,,
103700.0,106100.0,-2.2620169651272386,114400.0,-9.353146853146853,110900.0,-6.4923354373309285,116400.0,-10.9106529209622,92200.0,12.472885032537961,셀트리온제약,KOSDAQ,4107869759200.0,068760,,,,,
185400.0,189900.0,-2.3696682464454977,195500.0,-5.166240409207161,161400.0,14.869888475836431,165000.0,12.363636363636363,176000.0,5.340909090909091,레인보우로보틱스,KOSDAQ,3596733673200.0,277810,,,,,
137400.0,140600.0,-2.275960170697013,85500.0,60.70175438596491,71600.0,91.89944134078212,77200.0,77.97927461139896,77300.0,77.7490297542044,삼천당제약,KOSDAQ,3223056652800.0,000250,,,,,
108600.0,105300.0,3.133903133903134,116100.0,-6.459948320413436,123000.0,-11.707317073170733,131400.0,-17.35159817351598,41150.0,163.91251518833536,신성델타테크,KOSDAQ,2984756752800.0,065350,,,,,
46600.0,44550.0,4.601571268237935,44700.0,4.250559284116331,37200.0,25.268817204301076,36800.0,26.6304347826087,38700.0,20.41343669250646,동진쎄미켐,KOSDAQ,2395915420400.0,005290,,,,,
292500.0,293500.0,-0.34071550255536626,305000.0,-4.098360655737705,272000.0,7.536764705882352,267500.0,9.345794392523365,304000.0,-3.7828947368421053,솔브레인,KOSDAQ,2275230555000.0,357780,,,,,
21400.0,21650.0,-1.1547344110854503,19930.0,7.375815353738083,14090.0,51.88076650106459,13920.0,53.735632183908045,11450.0,86.8995633187773,HLB생명과학,KOSDAQ,2271063294200.0,067630,,,,,
99400.0,97800.0,1.6359918200409,87300.0,13.860252004581902,71900.0,38.24756606397774,70400.0,41.19318181818182,80300.0,23.785803237858033,ISC,KOSDAQ,2106987565200.0,095340,,,,,
60600.0,62700.0,-3.349282296650718,69700.0,-13.055954088952653,46550.0,30.182599355531686,48100.0,25.987525987525988,60900.0,-0.49261083743842365,위메이드,KOSDAQ,2054217345600.0,112040,,,,,
85400.0,88400.0,-3.3936651583710407,77000.0,10.909090909090908,78200.0,9.207161125319693,79500.0,7.421383647798742,92100.0,-7.27470141150923,에스엠,KOSDAQ,2014545178800.0,041510,,,,,
58700.0,59500.0,-1.3445378151260505,62100.0,-5.475040257648954,60800.0,-3.453947368421053,62200.0,-5.627009646302251,81900.0,-28.327228327228326,루닛,KOSDAQ,1688200847000.0,328130,,,,,
25450.0,27000.0,-5.7407407407407405,27550.0,-7.6225045372050815,20850.0,22.062350119904075,21400.0,18.925233644859812,17350.0,46.68587896253602,레이크머티리얼즈,KOSDAQ,1672842446600.0,281740,,,,,
132300.0,135600.0,-2.433628318584071,140100.0,-5.567451820128479,139500.0,-5.161290322580645,138700.0,-4.6142754145638065,120600.0,9.701492537313433,나노신소재,KOSDAQ,1608751859400.0,121600,,,,,
23250.0,23950.0,-2.9227557411273484,24250.0,-4.123711340206185,26100.0,-10.919540229885058,27550.0,-15.60798548094374,44350.0,-47.576099210822996,LS머트리얼즈,KOSDAQ,1572924321750.0,417200,,,,,
93700.0,94900.0,-1.2644889357218125,97000.0,-3.402061855670103,75200.0,24.601063829787233,74500.0,25.771812080536915,86400.0,8.449074074074074,대주전자재료,KOSDAQ,1450531564100.0,078600,,,,,
123100.0,125300.0,-1.7557861133280128,126300.0,-2.5336500395882817,128400.0,-4.127725856697819,129900.0,-5.234795996920708,85600.0,43.80841121495327,아프리카TV,KOSDAQ,1415005817700.0,067160,,,,,
123000.0,100100.0,22.877122877122876,102000.0,20.588235294117645,106500.0,15.492957746478872,106600.0,15.384615384615385,57200.0,115.03496503496504,가온칩스,KOSDAQ,1413063360000.0,399720,,,,,
45950.0,46000.0,-0.10869565217391304,44150.0,4.077010192525481,45200.0,1.6592920353982303,45500.0,0.9890109890109889,51500.0,-10.776699029126213,스튜디오드래곤,KOSDAQ,1381187983100.0,253450,,,,,
40200.0,41650.0,-3.481392557022809,41500.0,-3.132530120481928,45050.0,-10.76581576026637,44650.0,-9.966405375139978,44500.0,-9.662921348314606,더블유씨피,KOSDAQ,1354600023600.0,393890,,,,,
35350.0,35200.0,0.4261363636363636,31300.0,12.939297124600637,20550.0,72.01946472019465,20750.0,70.36144578313252,11450.0,208.7336244541485,테크윙,KOSDAQ,1320451350750.0,089030,,,,,
14310.0,14420.0,-0.7628294036061026,13680.0,4.605263157894736,12660.0,13.033175355450238,12630.0,13.30166270783848,13320.0,7.4324324324324325,파라다이스,KOSDAQ,1313072363250.0,034230,,,,,
