접수번호,법인구분,고유번호,회사명,이사회결의일(결정일),사외이사 참석여부(참석),사외이사 참석여부(불참),감사(감사위원)참석 여부,신주의 종류와 수(보통주식),신주의 종류와 수(기타주식),1주당 액면가액,증자전 발행주식총수(보통주식),증자전 발행주식총수(기타주식),신주배정기준일,1주당 신주배정 주식수(보통주식),1주당 신주배정 주식수(기타주식),신주의 배당기산일,신주권교부예정일,신주의 상장 예정일,#N/A
rcept_no,corp_cls,corp_code,corp_name,bddd,od_a_at_t,od_a_at_b,adt_a_atn,nstk_ostk_cnt,nstk_estk_cnt,fv_ps,bfic_tisstk_ostk,bfic_tisstk_estk,nstk_asstd,nstk_ascnt_ps_ostk,nstk_ascnt_ps_estk,nstk_dividrk,nstk_dlprd,nstk_lstprd,회사명
2.01706E+13,K,358271,에스에프에이,2017년 05월 29일,2,-,참석,"17,954,380",-,500,"17,954,380",-,2017년 06월 15일,1,-,2017년 01월 01일,2017년 07월 10일,2017년 07월 11일,에스에프에이
2.02105E+13,K,140858,와이엠,2021년 05월 20일,2,-,참석,"6,341,484",-,500,"12,832,968",-,2021년 06월 04일,0.5,-,2021년 01월 01일,-,2021년 06월 18일,와이엠
2.01907E+13,K,1065013,우정바이오,2019년 05월 13일,0,1,불참,"4,862,902",-,500,"5,021,942",-,2019년 07월 31일,1,-,2019년 01월 01일,2019년 08월 13일,2019년 08월 14일,우정바이오
2.01708E+13,K,300557,위니아,2017년 08월 07일,3,-,참석,"11,855,765",-,500,"24,111,530",-,2017년 08월 23일,0.5,-,2017년 01월 01일,2017년 09월 11일,2017년 09월 12일,위니아
2.02104E+13,K,925587,위드텍,2021년 04월 26일,1,0,참석,"5,091,800",-,500,"5,091,800",-,2021년 05월 12일,1,-,2021년 01월 01일,-,2021년 06월 01일,위드텍
2.02108E+13,K,1237540,이녹스첨단소재,2021년 08월 17일,1,-,참석,"9,820,829",-,500,"9,820,829",-,2021년 09월 02일,1,-,2021년 01월 01일,-,2021년 09월 24일,이녹스첨단소재
2.02206E+13,K,1013694,인카금융서비스,2022년 06월 08일,2,-,참석,"5,137,980",-,500,"5,137,980",-,2022년 06월 23일,1,-,2022년 01월 01일,-,2022년 07월 13일,인카금융서비스
2.02002E+13,K,799539,제노레이,2020년 02월 05일,-,-,참석,"9,633,482",-,500,"4,920,362",-,2020년 02월 24일,2,-,2020년 01월 01일,-,2020년 03월 17일,제노레이
2.01803E+13,K,983916,제노포커스,2018년 03월 05일,-,-,참석,"10,877,447",-,500,"9,086,753","1,790,694",2018년 03월 20일,1,1,2018년 01월 01일,2018년 03월 29일,2018년 03월 30일,제노포커스
2.02305E+13,K,1367586,제이아이테크,2023년 05월 08일,2,-,참석,"24,588,558",-,100,"8,196,186",-,2023년 05월 23일,3,-,2023년 01월 01일,-,2023년 06월 12일,제이아이테크
2.02206E+13,K,1494154,지니너스,2022년 06월 29일,1,-,참석,"21,738,630",-,500,"10,869,315",-,2022년 07월 14일,2,-,2022년 01월 01일,-,2022년 07월 29일,지니너스
2.02108E+13,K,304076,케이엔솔,2021년 08월 11일,1,0,참석,"8,505,664",-,500,"4,294,143",-,2021년 08월 27일,2,-,2021년 01월 01일,-,2021년 09월 14일,케이엔솔
2.02309E+13,K,601988,코난테크놀로지,2023년 09월 21일,1,-,참석,"5,708,444",-,500,"5,708,444",-,2023년 10월 12일,1,-,2023년 01월 01일,-,2023년 10월 31일,코난테크놀로지
2.01805E+13,K,365934,코세스,2018년 05월 14일,1,-,참석,"8,425,848",-,500,"8,426,114",-,2018년 05월 29일,1,-,2018년 01월 01일,2018년 06월 14일,2018년 06월 15일,코세스
2.01512E+13,K,1032404,콜마비앤에이치,2015년 12월 10일,2,-,불참,"14,770,696",-,500,"14,772,862",-,2016년 01월 18일,1,-,2016년 01월 01일,2016년 02월 11일,2016년 02월 12일,콜마비앤에이치
2.02001E+13,K,535375,키네마스터,2020년 01월 07일,0,1,불참,"6,529,396",-,500,"7,016,911",-,2020년 01월 22일,1,-,2020년 01월 01일,-,2020년 02월 21일,키네마스터
2.02207E+13,K,535676,테크윙,2022년 07월 13일,1,0,참석,"18,439,641",-,500,"18,439,641",-,2022년 08월 02일,1,-,2022년 01월 01일,-,2022년 08월 23일,테크윙
2.02202E+13,K,238153,파세코,2022년 02월 15일,1,2,참석,"6,000,000",-,500,"14,000,000",-,2022년 03월 02일,0.429165946,-,2022년 01월 01일,-,2022년 03월 24일,파세코
2.01906E+13,K,165103,푸드웰,2019년 06월 12일,1,1,참석,"2,000,000",-,500,"8,000,000",-,2019년 07월 01일,0.25,-,2019년 01월 01일,2019년 07월 22일,2019년 07월 23일,푸드웰
2.0161E+13,K,155452,풍국주정,2016년 10월 26일,-,1,참석,"4,200,000",-,500,"8,400,000",-,2016년 11월 10일,0.5,-,2016년 01월 01일,2016년 12월 08일,2016년 12월 09일,풍국주정
2.02312E+13,K,297934,피씨디렉트,2023년 12월 06일,-,1,참석,"7,670,036",-,500,"7,670,036",-,2023년 12월 21일,1,-,2023년 01월 01일,-,2024년 01월 12일,피씨디렉트
2.01805E+13,K,938721,필옵틱스,2018년 05월 11일,2,-,참석,"11,405,198",-,500,"5,867,200",-,2018년 05월 31일,2,-,2018년 01월 01일,2018년 06월 15일,2018년 06월 18일,필옵틱스
2.02103E+13,K,601191,하나기술,2021년 03월 05일,3,-,참석,"3,516,971",-,500,"3,762,726",-,2021년 03월 23일,1,-,2021년 01월 01일,-,2021년 04월 13일,하나기술
2.01702E+13,K,542898,하이소닉,2017년 02월 28일,2,0,불참,"13,683,699",-,500,"13,784,023",-,2017년 03월 16일,1,-,2017년 01월 01일,2017년 04월 06일,2017년 04월 07일,하이소닉
2.01702E+13,N,607797,엄지하우스,2017년 02월 23일,-,-,참석,"1,200,000",-,500,"3,000,000",-,2017년 03월 14일,0.4,-,2017년 01월 01일,2017년 04월 04일,2017년 04월 05일,엄지하우스
2.02401E+13,N,1264234,엘에이티,2024년 01월 10일,1,-,불참,"3,410,067",-,500,"3,410,067",-,2024년 01월 26일,1,-,2024년 01월 01일,-,2024년 02월 15일,엘에이티
2.01908E+13,N,1264234,엘에이티,2019년 08월 08일,-,-,불참,"1,125,740","303,030",500,"1,125,740","303,030",2019년 08월 26일,1,1,2019년 01월 01일,2019년 09월 09일,2019년 09월 10일,엘에이티
2.02403E+13,Y,648721,SNT에너지,2024년 03월 29일,1,-,참석,"13,174,072",-,500,"7,506,711",-,2024년 04월 17일,2,-,2024년 01월 01일,-,2024년 05월 17일,SNT에너지
2.01904E+13,Y,415646,드림텍,2019년 04월 29일,3,-,참석,"28,635,350",-,100,"28,695,850",-,2019년 05월 15일,1,-,2019년 01월 01일,2019년 05월 31일,2019년 06월 03일,드림텍
2.02107E+13,Y,585219,세원이앤씨,2021년 07월 01일,0,2,참석,"71,458,981",-,500,"71,461,119",-,2021년 07월 16일,1,-,2021년 01월 01일,-,2021년 08월 05일,세원이앤씨
2.02009E+13,Y,415628,세진중공업,2020년 09월 25일,1,-,참석,"18,476,736",-,500,"38,372,720",-,2020년 11월 02일,0.5,-,2020년 01월 01일,-,2020년 11월 23일,세진중공업
2.01506E+13,Y,564562,엠씨넥스,2015년 06월 15일,-,1,참석,"2,978,739",-,500,"6,019,479",-,2015년 06월 30일,0.5,-,2015년 01월 01일,2015년 07월 16일,2015년 07월 17일,엠씨넥스
2.0181E+13,Y,564562,엠씨넥스,2018년 10월 10일,1,0,참석,"4,598,195","1,020,051",500,"9,196,390","2,040,103",2018년 10월 26일,0.5,0.5,2018년 01월 01일,2018년 11월 19일,2018년 11월 20일,엠씨넥스
2.02104E+13,Y,303217,우진플라임,2021년 04월 08일,0,1,참석,"10,000,000",-,500,"10,000,000",-,2021년 04월 23일,1,-,2021년 01월 01일,-,2021년 05월 14일,우진플라임
2.01712E+13,Y,136776,제이준코스메틱,2017년 10월 11일,3,0,참석,"13,088,346",-,500,"13,393,124",-,2017년 12월 06일,1,-,2017년 01월 01일,2017년 12월 18일,2017년 12월 19일,제이준코스메틱
2.02311E+13,Y,203290,콜마홀딩스,2023년 10월 05일,3,-,참석,"18,384,760",-,500,"18,384,760",-,2023년 10월 20일,1,-,2023년 01월 01일,-,2023년 11월 09일,콜마홀딩스
2.01611E+13,Y,816544,토니모리,2016년 11월 03일,3,-,-,"5,880,000",-,200,"11,760,000",-,2016년 11월 21일,0.5,-,2016년 01월 01일,2016년 12월 08일,2016년 12월 09일,토니모리
2.02402E+13,Y,155531,풍산홀딩스,2024년 02월 14일,2,0,참석,"4,668,764",-,"5,000","9,748,528",-,2024년 03월 05일,0.5,-,2024년 01월 01일,-,2024년 03월 22일,풍산홀딩스
2.02101E+13,Y,155531,풍산홀딩스,2021년 01월 18일,1,0,참석,"3,245,972",-,"5,000","7,163,556",-,2021년 02월 02일,0.5,-,2021년 01월 01일,-,2021년 02월 18일,풍산홀딩스
2.01704E+13,K,175623,ES큐브,2017년 04월 03일,1,0,참석,"41,621,527",-,500,"41,621,527",-,2017년 04월 18일,1,-,2017년 01월 01일,2017년 05월 15일,2017년 05월 16일,ES큐브
2.02111E+13,K,357740,NHN KCP,2021년 11월 11일,3,-,참석,"11,513,646",-,500,"24,502,769",-,2021년 11월 26일,0.5,-,2021년 01월 01일,-,2021년 12월 20일,NHN KCP
2.01905E+13,K,599151,SV인베스트먼트,2019년 05월 13일,2,-,참석,"26,617,000",-,500,"26,617,000",-,2019년 05월 29일,1,-,2019년 04월 01일,2019년 06월 14일,2019년 06월 15일,SV인베스트먼트
2.02112E+13,K,1136001,나노브릭,2021년 12월 10일,1,0,참석,"11,162,481",-,500,"9,302,068",-,2022년 01월 01일,1.2,-,2022년 01월 01일,-,2022년 01월 20일,나노브릭
2.02107E+13,K,632845,노랑풍선,2021년 07월 07일,1,0,참석,"9,531,300",-,500,"4,765,650",-,2021년 07월 23일,2,-,2021년 01월 01일,-,2021년 08월 17일,노랑풍선
2.01805E+13,K,493510,뉴프렉스,2018년 05월 23일,1,0,참석,"7,052,013",-,500,"14,104,026",-,2018년 06월 11일,0.5,-,2018년 01월 01일,2018년 06월 29일,2018년 07월 02일,뉴프렉스
2.01705E+13,K,1061558,덕산네오룩스,2017년 05월 29일,1,-,참석,"12,002,242",-,200,"12,007,770",-,2017년 06월 19일,1,-,2017년 01월 01일,2017년 07월 06일,2017년 07월 07일,덕산네오룩스
2.0211E+13,K,118284,동일금속,2021년 10월 20일,3,-,참석,"2,100,000",-,500,"7,000,000",-,2021년 11월 05일,0.3301887,-,2021년 01월 01일,-,2021년 11월 29일,동일금속
2.01612E+13,K,267854,메디앙스,2016년 12월 16일,1,-,참석,"400,000",-,500,"11,000,000",-,2017년 01월 01일,0.0371205,-,2017년 01월 01일,2017년 01월 25일,2017년 01월 26일,메디앙스
2.01712E+13,K,267854,메디앙스,2017년 12월 15일,1,-,참석,"400,000",-,500,"11,400,000",-,2018년 01월 01일,0.0358125,-,2018년 01월 01일,2018년 01월 25일,2018년 01월 26일,메디앙스
2.01512E+13,K,267854,메디앙스,2015년 12월 16일,1,-,참석,"200,000",-,500,"10,800,000",-,2016년 01월 01일,0.0185559,-,2016년 01월 01일,2016년 01월 28일,2016년 01월 29일,메디앙스
2.02205E+13,K,876908,모트렉스,2022년 05월 17일,1,0,참석,"16,285,688",-,500,"8,209,812",-,2022년 06월 03일,2,-,2022년 01월 01일,-,2022년 06월 27일,모트렉스
2.02012E+13,K,1335851,박셀바이오,2020년 12월 14일,1,-,불참,"7,523,000",-,500,"7,523,000",-,2021년 01월 04일,1,-,2021년 01월 01일,-,2021년 01월 22일,박셀바이오
2.01812E+13,K,693651,비덴트,2018년 12월 21일,2,-,참석,"2,533,956",-,500,"25,339,567",-,2019년 01월 16일,0.1,-,2019년 01월 01일,2019년 01월 31일,2019년 02월 01일,비덴트
2.01511E+13,K,407036,선바이오,2015년 11월 24일,2,0,참석,"3,825,470",-,500,"3,825,470",-,2015년 12월 10일,1,-,2015년 01월 01일,2015년 12월 22일,-,선바이오
2.02012E+13,K,407036,선바이오,2020년 12월 23일,2,-,참석,"3,831,271",-,500,"7,670,540",-,2021년 01월 08일,0.5,-,2021년 01월 01일,-,2021년 01월 29일,선바이오
2.02105E+13,K,243979,수성웹툰,2021년 05월 14일,3,1,참석,"23,087,900",-,500,"23,087,900",-,2021년 06월 02일,1,-,2021년 01월 01일,-,2021년 06월 23일,수성웹툰
2.02108E+13,K,1226410,씨앤씨인터내셔널,2021년 08월 19일,2,-,참석,"3,337,980",-,100,"6,675,961",-,2021년 09월 03일,0.5,-,2021년 01월 01일,-,2021년 09월 29일,씨앤씨인터내셔널
2.01812E+13,K,605328,씨앤지하이테크,2018년 12월 13일,1,-,참석,"4,202,740",-,500,"4,202,740",-,2019년 01월 09일,1,-,2019년 01월 01일,2019년 01월 30일,2019년 01월 31일,씨앤지하이테크
2.02208E+13,K,1213586,아이디피,2022년 08월 29일,1,-,참석,"6,636,863",-,500,"6,636,863",-,2022년 09월 14일,1,-,2022년 01월 01일,-,2022년 09월 30일,아이디피
2.02112E+13,K,365624,아이윈,2021년 12월 17일,2,-,참석,"16,677,159",-,500,"17,358,393",-,2022년 01월 01일,1,-,2022년 01월 01일,-,2022년 01월 20일,아이윈
2.02102E+13,K,1201590,에브리봇,2021년 02월 03일,3,-,참석,"3,921,318",-,500,"1,307,106",-,2021년 02월 18일,3,-,2021년 01월 01일,-,2021년 03월 11일,에브리봇
2.02208E+13,K,1201590,에브리봇,2022년 08월 23일,1,-,참석,"6,095,671",-,500,"6,095,671",-,2022년 09월 07일,1,-,2022년 01월 01일,-,2022년 09월 27일,에브리봇
2.01908E+13,K,612188,에스티오,2019년 08월 28일,1,-,참석,"4,045,832",-,500,"8,455,144",-,2019년 09월 30일,0.5,-,2019년 01월 01일,2019년 10월 18일,2019년 10월 18일,에스티오
2.01903E+13,K,527464,에이치시티,2019년 03월 08일,2,0,참석,"2,289,717",-,500,"4,579,934",-,2019년 03월 25일,0.5,-,2019년 01월 01일,2019년 04월 11일,2019년 04월 12일,에이치시티
2.02402E+13,K,1068737,에이치피오,2024년 02월 21일,1,1,참석,"20,337,240",-,500,"21,149,725",-,2024년 03월 07일,1,-,2024년 01월 01일,-,2024년 03월 29일,에이치피오
2.01802E+13,K,1029394,에코마케팅,2018년 02월 12일,3,-,참석,"8,070,366",-,100,"8,128,571",-,2018년 02월 26일,1,-,2018년 01월 01일,2018년 03월 15일,2018년 03월 16일,에코마케팅
2.02008E+13,K,1029394,에코마케팅,2020년 08월 06일,1,-,참석,"16,198,937",-,100,"16,198,937",-,2020년 08월 21일,1,-,2020년 01월 01일,-,2020년 09월 10일,에코마케팅
2.01705E+13,K,562360,에코볼트,2017년 05월 16일,-,1,불참,"59,984,912",-,200,"60,796,977",-,2017년 05월 31일,1,-,2017년 01월 01일,2017년 06월 26일,2017년 06월 27일,에코볼트
2.02009E+13,K,1181515,엘앤씨바이오,2020년 09월 22일,1,-,불참,"14,584,672",-,500,"7,292,336",-,2020년 10월 13일,2,-,2020년 01월 01일,-,2020년 11월 03일,엘앤씨바이오
2.02201E+13,K,396925,엠로,2022년 01월 03일,2,-,불참,"5,426,060",-,500,"5,426,060",-,2022년 01월 18일,1,-,2022년 01월 01일,-,2022년 02월 09일,엠로
2.02105E+13,K,659976,영화테크,2021년 05월 20일,1,-,참석,"5,345,090",-,500,"5,345,090",-,2021년 06월 04일,1,-,2021년 01월 01일,-,2021년 06월 24일,영화테크
2.01511E+13,K,296005,우리로,2015년 11월 23일,-,1,참석,"6,940,000",-,500,"6,940,000",-,2015년 11월 25일,1.0652512,-,2015년 01월 01일,2015년 12월 28일,2015년 12월 29일,우리로
2.01909E+13,K,1020843,원익피앤이,2019년 09월 09일,1,-,참석,"4,900,000",-,500,"4,900,000",-,2019년 09월 24일,1,-,2019년 01월 01일,2019년 10월 14일,2019년 10월 14일,원익피앤이
2.02109E+13,K,444329,위메이드,2021년 08월 30일,1,0,참석,"16,457,434",-,500,"16,800,000",-,2021년 09월 14일,1,-,2021년 01월 01일,-,2021년 10월 06일,위메이드
2.02106E+13,K,264228,위즈코프,2021년 06월 17일,2,0,불참,"18,450,138",-,500,"40,588,035",-,2021년 07월 02일,0.5,-,2021년 01월 01일,-,2021년 07월 21일,위즈코프
2.02012E+13,K,264228,위즈코프,2020년 12월 14일,2,0,불참,"1,757,263",-,500,"38,830,772",-,2021년 01월 01일,0.05,-,2021년 01월 01일,-,2021년 01월 22일,위즈코프
2.02112E+13,K,264228,위즈코프,2021년 12월 15일,2,0,불참,"2,993,025",-,500,"63,553,440",-,2022년 01월 01일,0.05,-,2022년 01월 01일,-,2022년 01월 20일,위즈코프
2.01812E+13,K,264228,위즈코프,2018년 12월 11일,2,0,불참,"1,673,700",-,500,"37,157,072",-,2019년 01월 01일,0.05,-,2019년 01월 01일,2019년 01월 22일,2019년 01월 23일,위즈코프
2.01612E+13,K,260569,유니셈,2016년 12월 06일,-,-,불참,"14,893,360",-,500,"15,770,863",-,2016년 12월 21일,1,-,2016년 01월 01일,2017년 01월 10일,2017년 01월 11일,유니셈
2.02108E+13,K,533924,이브이첨단소재,2021년 08월 09일,2,0,불참,"23,397,131",-,500,"23,397,131",-,2021년 08월 26일,1,-,2021년 01월 01일,-,2021년 09월 15일,이브이첨단소재
2.02002E+13,K,400060,이씨에스,2020년 02월 17일,-,-,참석,"6,147,000",-,500,"6,147,000",-,2020년 03월 04일,1,-,2019년 04월 01일,-,2020년 03월 25일,이씨에스
2.02103E+13,K,374020,이엘피,2021년 03월 11일,1,-,참석,"4,414,630",-,500,"4,910,500",-,2021년 03월 26일,1,-,2021년 01월 01일,-,2021년 04월 14일,이엘피
2.01909E+13,K,818472,이큐셀,2019년 08월 23일,1,1,불참,"14,868,383",-,500,"15,267,820",1,2019년 09월 09일,1,-,2019년 01월 01일,2019년 09월 30일,2019년 10월 01일,이큐셀
2.01606E+13,K,818472,이큐셀,2016년 06월 14일,2,0,참석,"3,615,296","164,322",500,"7,230,593","328,645",2016년 06월 29일,0.5,0.5,2016년 01월 01일,2016년 07월 21일,2016년 07월 22일,이큐셀
2.01711E+13,K,475976,인콘,2017년 11월 17일,-,-,-,"18,860,589",-,500,"6,394,863",-,2017년 12월 02일,3,-,2017년 01월 01일,2017년 12월 27일,2017년 12월 28일,인콘
2.02101E+13,K,408956,제넨바이오,2021년 01월 05일,1,2,불참,"52,797,582",-,100,"105,682,319",-,2021년 01월 20일,0.5,-,2021년 01월 01일,-,2021년 02월 10일,제넨바이오
2.02304E+13,K,1062177,제놀루션,2023년 04월 17일,1,1,불참,"9,266,514",-,500,"9,923,507",-,2023년 04월 20일,1,-,2023년 01월 01일,-,2023년 05월 15일,제놀루션
2.02103E+13,K,1062177,제놀루션,2021년 03월 22일,2,-,참석,"4,783,590",-,500,"4,783,590",-,2021년 04월 09일,1,-,2021년 01월 01일,-,2021년 04월 29일,제놀루션
2.02103E+13,K,185505,제일바이오,2021년 03월 17일,1,-,참석,"14,129,064",-,500,"15,000,000",-,2021년 04월 02일,1,-,2021년 01월 01일,-,2021년 04월 19일,제일바이오
2.01904E+13,K,226352,케이엠더블유,2019년 04월 23일,2,-,참석,"18,810,000",-,500,"18,810,000",-,2019년 05월 13일,1,-,2019년 01월 01일,2019년 05월 30일,2019년 05월 31일,케이엠더블유
2.01702E+13,K,656289,코스맥스엔비티,2017년 02월 14일,2,0,참석,"10,314,000",-,500,"10,314,000",-,2017년 03월 02일,1,-,2017년 01월 01일,2017년 03월 24일,2017년 03월 27일,코스맥스엔비티
2.02204E+13,K,766106,트루윈,2022년 03월 24일,1,-,참석,"21,727,215",-,500,"21,727,215",-,2022년 04월 08일,1,-,2022년 01월 01일,-,2022년 05월 03일,트루윈
2.02203E+13,K,1109937,티앤알바이오팹,2022년 03월 22일,1,-,참석,"10,365,392","199,227",500,"10,365,392","199,227",2022년 04월 06일,1,1,2022년 01월 01일,-,2022년 04월 26일,티앤알바이오팹
2.02106E+13,K,608440,티앤엘,2021년 06월 21일,1,-,참석,"4,064,000",-,500,"4,064,000",-,2021년 07월 06일,1,-,2021년 01월 01일,-,2021년 07월 26일,티앤엘
2.01708E+13,K,105138,파라텍,2017년 08월 22일,1,-,참석,"5,383,457",-,500,"11,288,163",-,2017년 09월 06일,0.5,-,2017년 01월 01일,2017년 09월 27일,2017년 09월 28일,파라텍
2.01612E+13,K,429694,파버나인,2016년 12월 21일,1,1,참석,"5,355,636",-,500,"5,355,636",-,2017년 01월 05일,1,-,2017년 01월 01일,2017년 01월 26일,2017년 01월 31일,파버나인
2.02212E+13,K,1259311,푸드나무,2022년 12월 07일,1,-,불참,"6,597,024",-,500,"6,806,034",-,2023년 01월 02일,1,-,2023년 01월 01일,-,2023년 01월 27일,푸드나무
2.02309E+13,K,1488320,필에너지,2023년 09월 13일,2,-,참석,"10,604,441",-,500,"10,604,441",-,2023년 10월 04일,1,-,2023년 01월 01일,-,2023년 10월 23일,필에너지
2.02308E+13,K,1405390,핌스,2023년 08월 04일,2,-,참석,"15,238,028",-,500,"7,619,014",-,2023년 08월 21일,2,-,2023년 01월 01일,-,2023년 09월 12일,핌스
2.02004E+13,K,359395,헬릭스미스,2020년 04월 08일,-,-,-,"5,350,626",-,500,"21,415,088",-,2020년 04월 23일,0.25,-,2020년 01월 01일,-,2020년 05월 15일,헬릭스미스
2.02112E+13,K,359395,헬릭스미스,2021년 12월 12일,3,-,-,"3,423,612",-,500,"34,265,714",-,2022년 01월 01일,0.1,-,2022년 01월 01일,-,2022년 01월 21일,헬릭스미스
2.02303E+13,K,1042979,휴마시스,2023년 03월 10일,2,0,불참,"95,464,674",-,100,"33,910,335",-,2023년 03월 27일,3,-,2023년 01월 01일,-,2023년 04월 14일,휴마시스
2.02006E+13,K,888347,휴젤,2020년 06월 23일,2,0,참석,"8,350,370",-,500,"4,319,765",-,2020년 07월 09일,2,-,2020년 01월 01일,-,2020년 07월 31일,휴젤
2.02307E+13,N,1221752,지에프씨생명과학,2023년 07월 07일,2,-,참석,"2,048,052","721,798",500,"1,036,526","360,899",2023년 07월 25일,2,2,2023년 01월 01일,-,2023년 08월 14일,지에프씨생명과학
2.02106E+13,N,1336735,펨토바이오메드,2021년 06월 25일,1,-,참석,"2,795,707","207,612",500,"5,591,415","415,224",2021년 07월 23일,0.5,0.5,2021년 01월 01일,-,2021년 08월 11일,펨토바이오메드
