접수번호,법인구분,고유번호,회사명,이사회결의일(결정일),사외이사 참석여부(참석),사외이사 참석여부(불참),감사(감사위원)참석 여부,신주의 종류와 수(보통주식),신주의 종류와 수(기타주식),1주당 액면가액,증자전 발행주식총수(보통주식),증자전 발행주식총수(기타주식),신주배정기준일,1주당 신주배정 주식수(보통주식),1주당 신주배정 주식수(기타주식),신주의 배당기산일,신주권교부예정일,신주의 상장 예정일,#N/A
rcept_no,corp_cls,corp_code,corp_name,bddd,od_a_at_t,od_a_at_b,adt_a_atn,nstk_ostk_cnt,nstk_estk_cnt,fv_ps,bfic_tisstk_ostk,bfic_tisstk_estk,nstk_asstd,nstk_ascnt_ps_ostk,nstk_ascnt_ps_estk,nstk_dividrk,nstk_dlprd,nstk_lstprd,회사명
2.0231E+13,Y,565154,이노션,2023년 10월 25일,3,-,참석,"20,000,000",-,500,"20,000,000",-,2023년 11월 30일,1,-,2023년 01월 01일,-,2023년 12월 21일,이노션
2.02002E+13,Y,1168383,일동제약,2020년 02월 14일,1,1,참석,"1,132,833",-,"1,000","22,670,452",-,2020년 03월 06일,0.05,-,2020년 01월 01일,-,2020년 03월 25일,일동제약
2.01803E+13,Y,1236897,제일약품,2018년 03월 27일,1,2,참석,"4,200,379",-,500,"10,504,493",-,2018년 04월 12일,0.4,-,2018년 01월 01일,2018년 04월 29일,2018년 04월 30일,제일약품
2.01912E+13,Y,390055,종근당바이오,2019년 12월 13일,1,-,참석,"256,473",-,"2,500","5,229,489",-,2020년 01월 01일,0.05,-,2020년 01월 01일,-,2020년 01월 17일,종근당바이오
2.02211E+13,Y,150633,지누스,2022년 11월 07일,3,0,-,"1,668,245",-,500,"17,232,431",-,2022년 11월 23일,0.1,-,2022년 01월 01일,-,2022년 12월 16일,지누스
2.02102E+13,Y,150633,지누스,2021년 02월 24일,3,0,-,"1,393,701",-,500,"14,406,749",-,2021년 03월 12일,0.1,-,2021년 01월 01일,-,2021년 04월 13일,지누스
2.02311E+13,Y,150633,지누스,2023년 11월 06일,3,-,참석,"1,834,528",-,500,"18,900,676",-,2023년 11월 22일,0.1,-,2023년 01월 01일,-,2023년 12월 15일,지누스
2.02104E+13,Y,248974,하나제약,2021년 04월 13일,2,-,참석,"1,572,946",-,500,"16,200,000",-,2021년 04월 29일,0.1,-,2021년 01월 01일,-,2021년 05월 24일,하나제약
2.01805E+13,Y,1128613,화승엔터프라이즈,2018년 05월 25일,3,0,참석,"30,268,335",-,500,"30,268,335",-,2018년 06월 11일,1,-,2018년 01월 01일,2018년 06월 29일,2018년 07월 02일,화승엔터프라이즈
2.01707E+13,K,599595,BGF에코머티리얼즈,2017년 07월 14일,4,-,참석,"10,557,709",-,500,"10,557,925",-,2017년 07월 31일,1,-,2017년 01월 01일,2017년 08월 18일,2017년 08월 21일,BGF에코머티리얼즈
2.01812E+13,K,1042711,글로벌텍스프리,2018년 12월 17일,2,1,참석,"17,717,978",-,500,"19,458,577",-,2019년 01월 10일,1,-,2019년 01월 01일,2019년 01월 25일,2019년 01월 28일,글로벌텍스프리
2.01802E+13,K,994994,나노,2018년 02월 08일,0,1,불참,"7,851,267",-,500,"7,853,971",-,2018년 02월 13일,1,-,2018년 01월 01일,2018년 03월 05일,2018년 03월 06일,나노
2.01511E+13,K,536329,노블엠앤비,2015년 11월 09일,1,2,참석,"6,862,121",-,500,"7,224,707",-,2015년 11월 25일,1,-,2015년 01월 01일,2015년 12월 28일,2015년 12월 29일,노블엠앤비
2.02102E+13,K,178851,동양에스텍,2021년 02월 09일,1,-,참석,"9,700,000",-,500,"10,000,000",-,2021년 02월 25일,1,-,2021년 01월 01일,-,2021년 03월 22일,동양에스텍
2.01711E+13,K,1186404,디앤씨미디어,2017년 11월 15일,1,-,참석,"8,007,120",-,500,"4,034,223",-,2017년 11월 30일,2,-,2017년 01월 01일,2017년 12월 19일,2017년 12월 20일,디앤씨미디어
2.01704E+13,K,1075126,딥마인드,2017년 03월 06일,1,1,불참,"7,545,674",-,500,"7,545,674",-,2017년 03월 22일,1,-,2017년 01월 01일,2017년 05월 08일,2017년 05월 10일,딥마인드
2.02404E+13,K,352499,링네트,2024년 04월 01일,1,0,참석,"3,713,256",-,500,"15,356,878",-,2024년 04월 17일,0.2999999,-,2024년 01월 01일,-,2024년 05월 13일,링네트
2.01802E+13,K,1109955,링크제니시스,2018년 02월 06일,-,-,불참,"7,863,700",-,100,"2,136,300",-,2018년 02월 26일,4.0923733,-,2018년 01월 01일,2018년 03월 12일,2018년 03월 13일,링크제니시스
2.01806E+13,K,422284,메가스터디,2018년 06월 01일,2,-,참석,"7,904,668",-,500,"4,016,291",-,2018년 06월 19일,2,-,2018년 01월 01일,2018년 07월 06일,2018년 07월 09일,메가스터디
2.01601E+13,K,273439,메디아나,2016년 01월 26일,3,0,참석,"1,429,716",-,500,"7,220,780",-,2016년 02월 12일,0.2,-,2016년 01월 01일,2016년 03월 07일,2016년 03월 08일,메디아나
2.02109E+13,K,273439,메디아나,2021년 09월 23일,1,1,참석,"7,349,504",-,500,"8,650,496",-,2021년 10월 12일,0.8537501,-,2021년 01월 01일,-,2021년 11월 01일,메디아나
2.0161E+13,K,618410,상상인인더스트리,2016년 10월 21일,1,-,-,"12,764,625",-,500,"12,764,625",-,2016년 11월 08일,1,-,2016년 01월 01일,2016년 12월 02일,2016년 12월 05일,상상인인더스트리
2.01711E+13,K,130383,서부T&D,2017년 11월 03일,2,0,참석,"9,403,962",-,500,"37,765,492",-,2017년 11월 21일,0.25,-,2017년 01월 01일,2017년 12월 18일,2017년 12월 19일,서부T&D
2.02202E+13,K,132202,선진뷰티사이언스,2022년 02월 16일,1,1,참석,"6,087,630",-,500,"6,115,650",-,2022년 03월 11일,1,-,2022년 01월 01일,-,2022년 03월 30일,선진뷰티사이언스
2.02108E+13,K,1169267,세화피앤씨,2021년 08월 31일,1,-,불참,"20,743,195",-,100,"20,743,195",-,2021년 09월 23일,1,-,2021년 01월 01일,-,2021년 10월 25일,세화피앤씨
2.02101E+13,K,1182444,셀리버리,2021년 01월 18일,1,-,참석,"8,185,107","227,507",500,"8,185,107","227,507",2021년 02월 02일,1,1,2021년 01월 01일,-,2021년 02월 24일,셀리버리
2.02207E+13,K,1182444,셀리버리,2022년 07월 11일,1,-,참석,"17,343,071","711,223",500,"17,343,071","711,223",2022년 07월 26일,1,1,2022년 01월 01일,-,2022년 08월 12일,셀리버리
2.0211E+13,K,763358,스마트솔루션즈,2021년 07월 19일,-,-,-,"21,677,385",-,500,"7,225,795",-,2021년 10월 29일,3,-,2021년 01월 01일,-,2021년 11월 30일,스마트솔루션즈
2.01912E+13,K,137058,신일제약,2019년 12월 13일,1,-,참석,"3,002,000",-,500,"7,900,000",-,2020년 01월 01일,0.4,-,2020년 01월 01일,-,2020년 01월 21일,신일제약
2.01908E+13,K,1344336,신테카바이오,2019년 08월 08일,-,1,참석,"5,753,438",-,500,"5,753,438",-,2019년 08월 27일,1,-,2019년 01월 01일,2019년 09월 10일,-,신테카바이오
2.01907E+13,K,520610,씨큐브,2019년 07월 09일,-,-,불참,"2,087,743",-,500,"8,050,441",-,2019년 07월 23일,0.30000006,-,2019년 01월 01일,2019년 08월 12일,2019년 08월 13일,씨큐브
2.02307E+13,K,1303029,알비더블유,2023년 06월 20일,-,2,불참,"19,090,194",-,500,"9,545,097",-,2023년 07월 05일,2,-,2023년 01월 01일,-,2023년 07월 26일,알비더블유
2.02105E+13,K,1022902,애드바이오텍,2021년 05월 12일,2,-,불참,"5,128,696",-,500,"2,564,348",-,2021년 05월 27일,2,-,2021년 01월 01일,-,2021년 06월 16일,애드바이오텍
2.01605E+13,K,608839,에이루트,2016년 05월 27일,1,-,불참,"15,142,856",-,500,"15,142,856",-,2016년 06월 15일,1,-,2016년 01월 01일,2016년 07월 06일,2016년 07월 07일,에이루트
2.02107E+13,K,608839,에이루트,2021년 07월 05일,-,2,-,"96,225,225",-,500,"19,250,139",-,2021년 07월 20일,5,-,2021년 01월 01일,-,2021년 08월 10일,에이루트
2.02309E+13,K,1042085,엑셈,2023년 09월 26일,3,-,-,"35,581,158",-,100,"36,382,273",-,2023년 10월 11일,1,-,2023년 01월 01일,-,2023년 10월 31일,엑셈
2.02205E+13,K,1051065,엔비티,2022년 05월 16일,1,-,참석,"8,487,713",-,100,"8,487,713",-,2022년 05월 31일,1,-,2022년 01월 01일,-,2022년 06월 21일,엔비티
2.01611E+13,K,569646,영우디에스피,2016년 11월 21일,-,-,참석,"6,092,233",-,500,"6,092,233",-,2016년 12월 06일,1,-,2016년 01월 01일,2016년 12월 27일,2016년 12월 28일,영우디에스피
2.01801E+13,K,530556,예스티,2018년 01월 22일,1,0,참석,"6,490,981",-,500,"4,327,321",-,2018년 02월 09일,1.5,-,2018년 01월 01일,2018년 03월 06일,2018년 03월 07일,예스티
2.02012E+13,K,543107,오킨스전자,2020년 12월 16일,-,-,참석,"8,839,649",-,500,"8,839,649",-,2021년 01월 08일,1,-,2021년 01월 01일,-,2021년 01월 29일,오킨스전자
2.02103E+13,K,1070149,올리패스,2021년 03월 15일,2,0,참석,"8,514,101","1,232,626",500,"17,028,203","2,465,252",2021년 03월 30일,0.5,0.5,2021년 01월 01일,2021년 04월 16일,2021년 04월 16일,올리패스
2.01611E+13,K,455875,와토스코리아,2016년 11월 25일,1,-,참석,"500,000",-,500,"6,300,000",-,2017년 01월 01일,0.0793794,-,2017년 01월 01일,2017년 01월 25일,2017년 01월 26일,와토스코리아
2.01511E+13,K,455875,와토스코리아,2015년 11월 23일,1,-,참석,"600,000",-,500,"5,700,000",-,2016년 01월 01일,0.1052632,-,2016년 01월 01일,2016년 01월 28일,2016년 01월 29일,와토스코리아
2.01711E+13,K,455875,와토스코리아,2017년 11월 28일,1,-,참석,"400,000",-,500,"6,800,000",-,2018년 01월 01일,0.0588235,-,2018년 01월 01일,2018년 01월 25일,2018년 01월 26일,와토스코리아
2.01704E+13,K,468374,원익QnC,2017년 04월 13일,1,-,참석,"13,144,000",-,500,"13,144,000",-,2017년 05월 02일,1,-,2017년 01월 01일,2017년 05월 23일,2017년 05월 24일,원익QnC
2.01605E+13,K,815767,위메이드플레이,2016년 05월 10일,3,-,참석,"3,119,075",-,500,"6,450,767",-,2016년 05월 11일,0.5,-,2016년 01월 01일,2016년 05월 31일,2016년 06월 01일,위메이드플레이
2.01511E+13,K,910840,윈하이텍,2015년 11월 12일,2,-,불참,"3,262,789",-,500,"6,600,300",-,2015년 11월 30일,0.5,-,2015년 01월 01일,2015년 12월 17일,2015년 12월 18일,윈하이텍
2.01707E+13,K,256380,유아이엘,2017년 07월 10일,3,-,참석,"10,892,468",0,500,"10,892,468",0,2017년 08월 01일,1,0,2017년 01월 01일,2017년 08월 22일,2017년 08월 23일,유아이엘
2.02404E+13,K,1368637,유일에너테크,2024년 04월 01일,3,-,참석,"22,736,300",-,500,"11,468,150",-,2024년 04월 17일,2,-,2024년 01월 01일,-,2024년 05월 07일,유일에너테크
2.02302E+13,K,1026616,유투바이오,2023년 02월 09일,2,-,참석,"7,576,530",-,500,"2,525,510",-,2023년 02월 24일,3,-,2023년 01월 01일,-,2023년 03월 16일,유투바이오
2.02207E+13,K,346610,이노시스,2022년 07월 22일,-,-,-,"60,948,104",-,500,"15,237,026",-,2022년 08월 08일,4,-,2022년 01월 01일,-,2022년 08월 30일,이노시스
2.01504E+13,K,273420,이스트소프트,2015년 04월 20일,2,-,참석,"4,949,700",-,500,"4,949,700",-,2015년 05월 07일,1,-,2015년 01월 01일,2015년 05월 26일,2015년 05월 27일,이스트소프트
2.02212E+13,K,668965,지오엘리먼트,2022년 12월 14일,2,0,참석,"6,307,280",-,500,"6,307,280",-,2023년 01월 12일,1,-,2023년 01월 01일,-,2023년 02월 01일,지오엘리먼트
2.02208E+13,K,1462605,지투파워,2022년 07월 27일,0,2,불참,"14,530,716",-,500,"3,686,835",-,2022년 08월 11일,4,0,2022년 01월 01일,-,2022년 09월 06일,지투파워
2.02003E+13,K,579971,칩스앤미디어,2020년 03월 23일,-,-,참석,"2,224,688",-,500,"7,415,627",-,2020년 04월 07일,0.3,-,2020년 01월 01일,-,2020년 04월 27일,칩스앤미디어
2.01512E+13,K,579971,칩스앤미디어,2015년 12월 14일,-,-,참석,"3,444,531",-,500,"3,444,531",-,2016년 01월 01일,1,-,2016년 01월 01일,2016년 01월 18일,2016년 01월 19일,칩스앤미디어
2.0231E+13,K,579971,칩스앤미디어,2023년 10월 30일,-,-,참석,"9,640,315","771,247",500,"9,640,315","771,247",2023년 11월 14일,1,1,2023년 01월 01일,-,2023년 12월 01일,칩스앤미디어
2.01907E+13,K,187415,코미팜,2019년 06월 27일,2,-,참석,"5,785,526",-,100,"58,138,849",-,2019년 07월 12일,0.09999999,-,2019년 01월 01일,2019년 07월 31일,2019년 08월 01일,코미팜
2.02307E+13,K,187415,코미팜,2023년 07월 26일,2,-,참석,"6,418,588",-,100,"64,185,876",-,2023년 08월 18일,0.1006894,-,2023년 01월 01일,-,2023년 09월 05일,코미팜
2.01812E+13,K,187415,코미팜,2018년 12월 12일,2,-,참석,"2,752,505",-,100,"55,318,328",-,2019년 01월 01일,0.0499999,-,2019년 01월 01일,2019년 01월 17일,2019년 01월 18일,코미팜
2.02111E+13,K,1311055,쿠콘,2021년 11월 01일,3,0,참석,"2,014,614",-,500,"8,077,071",-,2021년 11월 19일,0.25,-,2021년 01월 01일,-,2021년 12월 20일,쿠콘
2.01505E+13,K,608699,탑코미디어,2015년 05월 11일,1,2,참석,"3,750,000",-,500,"7,500,000",-,2015년 05월 26일,0.5,-,2015년 01월 01일,2015년 06월 15일,2015년 06월 16일,탑코미디어
2.01512E+13,K,524421,테스,2015년 12월 16일,1,-,참석,"205,765",-,500,"10,288,255",-,2016년 01월 01일,0.02,-,2016년 01월 01일,2016년 01월 18일,2016년 01월 19일,테스
2.0201E+13,K,867098,티로보틱스,2020년 10월 05일,-,1,불참,"5,579,429",-,500,"5,579,429",-,2020년 10월 20일,1,-,2020년 01월 01일,-,2020년 11월 16일,티로보틱스
2.02312E+13,K,957373,펨트론,2023년 12월 08일,2,-,참석,"10,644,142",-,500,"10,644,142",-,2024년 01월 02일,1,-,2024년 01월 01일,-,2024년 01월 26일,펨트론
2.02104E+13,K,962393,포인트모바일,2021년 03월 23일,2,-,참석,"6,231,686",-,100,"6,430,586",-,2021년 04월 07일,1,-,2021년 01월 01일,-,2021년 04월 23일,포인트모바일
2.02203E+13,K,490179,플랜티넷,2022년 03월 15일,2,-,참석,"7,662,320",-,500,"8,960,000",-,2022년 03월 31일,1,-,2022년 01월 01일,-,2022년 04월 25일,플랜티넷
2.02108E+13,K,389998,한성크린텍,2021년 08월 24일,1,-,참석,"19,288,699",-,500,"19,291,574",-,2021년 09월 09일,1,-,2021년 01월 01일,-,2021년 10월 05일,한성크린텍
2.01704E+13,K,1013311,헥토이노베이션,2017년 04월 05일,1,-,참석,"5,943,314","795,848",500,"5,943,314","795,848",2017년 04월 21일,1,1,2017년 01월 01일,2017년 05월 18일,2017년 05월 19일,헥토이노베이션
2.01712E+13,K,808068,협진,2017년 12월 11일,1,1,불참,"12,167,396",-,500,"6,115,000",-,2017년 12월 26일,2,-,2017년 01월 01일,2018년 01월 19일,2018년 01월 22일,협진
2.01906E+13,N,1116380,씨앤에스링크,2019년 06월 05일,-,-,참석,"540,000",-,500,"1,039,960",-,2019년 06월 20일,0.5192508,-,2019년 01월 01일,2019년 07월 10일,2019년 07월 11일,씨앤에스링크
2.02105E+13,N,1109122,에스엘테라퓨틱스,2021년 05월 10일,1,0,참석,"3,475,980","2,013,880",500,"1,737,990","1,006,940",2021년 05월 25일,2,2,2021년 01월 01일,-,2021년 06월 15일,에스엘테라퓨틱스
2.01906E+13,N,1034730,크로넥스,2019년 06월 28일,1,0,참석,"2,087,500","898,820",500,"1,043,750","449,410",2019년 07월 15일,2,2,2019년 01월 01일,2019년 07월 30일,2019년 07월 31일,크로넥스
2.0171E+13,Y,350312,HDC랩스,2017년 10월 30일,1,1,불참,"8,230,000",-,500,"8,230,000",-,2017년 11월 15일,1,-,2017년 01월 01일,2017년 12월 01일,2017년 12월 04일,HDC랩스
2.01911E+13,Y,454946,그린케미칼,2019년 11월 18일,1,-,참석,"4,000,000",-,500,"20,000,000",-,2019년 12월 04일,0.20408163,-,2019년 01월 01일,2019년 12월 24일,2019년 12월 26일,그린케미칼
2.02103E+13,Y,113234,대한제당,2021년 03월 23일,1,1,참석,"44,848,290","3,241,380",500,"44,848,290","3,241,380",2021년 04월 30일,1,1,2021년 01월 01일,-,2021년 05월 25일,대한제당
2.02312E+13,Y,1412822,솔루스첨단소재,2023년 12월 21일,3,-,-,"35,106,149","10,342,493",100,"35,111,195","10,344,569",2024년 01월 09일,1,1,2024년 01월 01일,-,2024년 01월 30일,솔루스첨단소재
2.02112E+13,Y,983271,엔에이치엔,2021년 12월 16일,3,0,-,"17,952,890",-,500,"19,565,025",-,2022년 01월 01일,1,-,2022년 01월 01일,-,2022년 01월 24일,엔에이치엔
2.01701E+13,Y,161426,한미사이언스,2017년 01월 02일,1,-,참석,"3,989,565",-,500,"58,290,309",-,2017년 02월 16일,0.07,-,2017년 01월 01일,2017년 03월 06일,2017년 03월 07일,한미사이언스
2.02112E+13,Y,161426,한미사이언스,2021년 12월 16일,2,-,참석,"1,319,073",-,500,"67,304,611",-,2022년 01월 01일,0.02,-,2022년 01월 01일,-,2022년 01월 21일,한미사이언스
2.01512E+13,Y,161426,한미사이언스,2015년 12월 09일,1,-,불참,"1,104,786",-,500,"57,185,523",-,2016년 01월 01일,0.02,-,2016년 01월 01일,2016년 01월 18일,2016년 01월 19일,한미사이언스
2.02012E+13,Y,161426,한미사이언스,2020년 12월 15일,2,-,참석,"1,293,462",-,500,"66,011,149",-,2021년 01월 01일,0.02,-,2021년 01월 01일,-,2021년 01월 22일,한미사이언스
2.01712E+13,Y,161426,한미사이언스,2017년 12월 14일,1,0,참석,"1,219,393",-,500,"62,279,874",-,2018년 01월 01일,0.02,-,2018년 01월 01일,2018년 01월 22일,2018년 01월 23일,한미사이언스
2.02212E+13,Y,161426,한미사이언스,2022년 12월 15일,3,-,참석,"1,333,256",-,500,"68,623,684",-,2023년 01월 01일,0.02,-,2023년 01월 01일,-,2023년 01월 20일,한미사이언스
2.01812E+13,Y,161426,한미사이언스,2018년 12월 13일,1,-,참석,"1,243,593",-,500,"63,499,267",-,2019년 01월 01일,0.02,-,2019년 01월 01일,2019년 01월 22일,2019년 01월 23일,한미사이언스
2.01912E+13,Y,161426,한미사이언스,2019년 12월 12일,2,-,참석,"1,268,289",-,500,"64,742,860",-,2020년 01월 01일,0.02,-,2020년 01월 01일,-,2020년 01월 23일,한미사이언스
2.02102E+13,Y,218575,황금에스티,2021년 02월 26일,1,-,참석,"2,000,000",-,500,"14,000,000",-,2021년 03월 19일,0.1428762,-,2021년 01월 01일,-,2021년 04월 19일,황금에스티
2.02202E+13,Y,218575,황금에스티,2022년 02월 11일,1,-,참석,"1,000,000",-,500,"16,000,000",-,2022년 02월 28일,0.06252392,-,2022년 01월 01일,-,2022년 03월 28일,황금에스티
2.01508E+13,K,653194,AP헬스케어,2015년 08월 17일,-,2,불참,"11,173,286",-,500,"5,749,200",-,2015년 09월 01일,2,-,2015년 01월 01일,2015년 09월 21일,2015년 09월 22일,AP헬스케어
2.02205E+13,K,1189438,HLB바이오스텝,2022년 05월 09일,2,-,참석,"62,449,224",-,100,"7,806,153",-,2022년 06월 02일,8,-,2022년 01월 01일,-,2022년 06월 22일,HLB바이오스텝
2.02101E+13,K,110431,JW신약,2020년 12월 16일,3,-,참석,"2,086,542",-,500,"41,850,316",-,2021년 01월 01일,0.05,-,2021년 01월 01일,-,2021년 01월 20일,JW신약
2.02312E+13,K,110431,JW신약,2023년 12월 15일,3,-,참석,"2,414,325",-,500,"48,427,177",-,2024년 01월 01일,0.05,-,2024년 01월 01일,-,2024년 01월 19일,JW신약
2.02112E+13,K,110431,JW신약,2021년 12월 15일,3,-,참석,"2,190,579",-,500,"43,936,858",-,2022년 01월 01일,0.05,-,2022년 01월 01일,-,2022년 01월 20일,JW신약
2.02212E+13,K,110431,JW신약,2022년 12월 15일,3,-,참석,"2,299,740",-,500,"46,127,437",-,2023년 01월 01일,0.05,-,2023년 01월 01일,-,2023년 01월 19일,JW신약
2.0191E+13,K,1259418,대보마그네틱,2019년 10월 22일,2,-,불참,"3,220,676",-,500,"3,232,600",-,2019년 11월 07일,1,-,2019년 01월 01일,-,2019년 11월 26일,대보마그네틱
2.02105E+13,K,384948,대유,2021년 05월 17일,1,-,불참,"4,722,200",-,500,"9,444,400",-,2021년 06월 01일,0.5,-,2021년 01월 01일,-,2021년 06월 18일,대유
2.02107E+13,K,1214743,더네이쳐홀딩스,2021년 07월 19일,1,0,참석,"7,272,328",-,500,"7,272,328",-,2021년 08월 03일,1,-,2021년 01월 01일,-,2021년 08월 30일,더네이쳐홀딩스
2.02102E+13,K,114686,동구바이오제약,2021년 02월 15일,3,-,-,"18,860,992",-,500,"9,604,000",-,2021년 03월 03일,2,-,2021년 01월 01일,-,2021년 04월 05일,동구바이오제약
2.01805E+13,K,695969,동운아나텍,2018년 05월 15일,-,1,불참,"5,941,074",-,500,"6,541,769",-,2018년 06월 14일,1,-,2018년 01월 01일,2018년 07월 06일,2018년 07월 09일,동운아나텍
2.0211E+13,K,172945,동일철강,2021년 10월 14일,-,-,-,"7,327,799",-,500,"7,345,085",-,2021년 10월 29일,1,-,2021년 01월 01일,-,2021년 11월 17일,동일철강
2.02309E+13,K,916826,드림씨아이에스,2023년 09월 25일,2,-,참석,"17,781,960",-,500,"5,927,320",-,2023년 10월 11일,3,-,2023년 01월 01일,-,2023년 10월 30일,드림씨아이에스
2.02206E+13,K,1251489,라온피플,2022년 06월 22일,0,2,불참,"10,390,006",-,500,"10,557,856",-,2022년 07월 20일,1,-,2022년 01월 01일,-,2022년 08월 10일,라온피플
2.01503E+13,K,261373,마크로젠,2015년 03월 02일,2,-,참석,"2,948,899",-,500,"5,897,837",-,2015년 03월 19일,0.5,-,2015년 01월 01일,2015년 04월 10일,2015년 04월 13일,마크로젠
2.01903E+13,K,453929,메디포스트,2019년 03월 15일,2,-,참석,"7,749,421",-,500,"7,868,421",-,2019년 04월 01일,1,-,2019년 01월 01일,2019년 04월 12일,2019년 04월 15일,메디포스트
2.02002E+13,K,556615,모바일어플라이언스,2020년 02월 14일,1,-,참석,"15,000,000",-,500,"15,000,000",-,2020년 03월 03일,1,-,2020년 01월 01일,-,2020년 03월 17일,모바일어플라이언스
2.02009E+13,K,1227039,브릿지바이오,2020년 09월 07일,4,0,참석,"12,774,116",-,500,"6,387,058",-,2020년 09월 23일,2,-,2020년 01월 01일,-,2020년 10월 15일,브릿지바이오
2.0181E+13,K,610490,비디아이,2018년 10월 11일,1,-,참석,"2,640,250",-,500,"5,280,500",-,2018년 10월 26일,0.5,-,2018년 01월 01일,2018년 11월 15일,2018년 11월 16일,비디아이
2.01901E+13,K,154718,비츠로셀,2019년 01월 16일,1,1,참석,"1,948,721",-,500,"19,590,431",-,2019년 02월 01일,0.1,-,2019년 01월 01일,2019년 02월 21일,2019년 02월 22일,비츠로셀
2.01603E+13,K,154718,비츠로셀,2016년 03월 02일,3,-,참석,"1,349,185",-,500,"13,492,533",-,2016년 03월 21일,0.1,-,2015년 07월 01일,2016년 04월 12일,2016년 04월 14일,비츠로셀
2.02302E+13,K,359261,빛샘전자,2023년 02월 28일,-,-,참석,"1,821,751",-,500,"6,230,859",-,2023년 03월 15일,0.3,-,2023년 01월 01일,-,2023년 04월 04일,빛샘전자
2.01502E+13,K,129615,상보,2015년 02월 04일,-,1,불참,"7,215,862",-,500,"14,431,725",-,2015년 02월 23일,0.5075544,-,2015년 01월 01일,2015년 03월 16일,2015년 03월 17일,상보
2.01811E+13,K,760999,상신전자,2018년 11월 01일,1,-,불참,"4,058,668",-,500,"4,058,668",-,2018년 11월 19일,1,-,2018년 01월 01일,2018년 12월 03일,2018년 12월 04일,상신전자
2.0191E+13,K,760999,상신전자,2019년 10월 07일,1,-,불참,"4,747,435",-,500,"9,497,283",-,2019년 10월 23일,0.5,-,2019년 01월 01일,-,2019년 11월 13일,상신전자
2.0181E+13,K,869272,서전기전,2018년 10월 10일,1,0,참석,"4,849,390",-,500,"4,849,390",-,2018년 10월 25일,1,-,2018년 01월 01일,2018년 11월 15일,2018년 11월 16일,서전기전
2.01811E+13,K,1063954,수젠텍,2018년 11월 23일,1,-,참석,"5,713,003","148,514",500,"5,713,003","148,514",2018년 12월 10일,1,1,2018년 01월 01일,2019년 01월 07일,2019년 01월 08일,수젠텍
2.02302E+13,K,203023,시노펙스,2023년 02월 10일,1,0,참석,"1,717,593",-,500,"75,407,905",-,2023년 03월 01일,0.023,-,2023년 01월 01일,-,2023년 03월 23일,시노펙스
2.02312E+13,K,203023,시노펙스,2023년 12월 08일,1,0,참석,"3,955,607",-,500,"79,862,329",-,2023년 12월 29일,0.05,-,2023년 01월 01일,-,2024년 01월 25일,시노펙스
2.02209E+13,K,1046391,싸이토젠,2022년 09월 14일,2,-,참석,"11,799,322",-,500,"5,959,661",-,2022년 09월 29일,2,-,2022년 01월 01일,-,2022년 10월 19일,싸이토젠
2.01603E+13,K,681249,씨유메디칼,2016년 03월 28일,-,1,참석,"6,553,229",-,500,"6,653,229",-,2016년 04월 14일,1,-,2016년 01월 01일,2016년 05월 09일,2016년 05월 10일,씨유메디칼
2.02104E+13,K,788773,씨젠,2021년 04월 08일,2,-,참석,"25,991,974",-,500,"26,234,020",-,2021년 04월 26일,1,-,2021년 01월 01일,-,2021년 05월 20일,씨젠
2.02104E+13,K,1144028,씨티케이,2021년 03월 10일,1,-,참석,"9,219,440",-,500,"10,122,151",-,2021년 03월 26일,1,-,2021년 01월 01일,-,2021년 04월 23일,씨티케이
2.01508E+13,K,550994,아이센스,2015년 08월 24일,1,-,참석,"4,549,599",-,500,"9,099,289",-,2015년 09월 08일,0.5,-,2015년 01월 01일,2015년 10월 01일,2015년 10월 02일,아이센스
2.02302E+13,K,550994,아이센스,2023년 02월 28일,2,0,참석,"13,731,535",-,500,"13,753,738",-,2023년 03월 15일,1,-,2023년 01월 01일,-,2023년 04월 10일,아이센스
2.02208E+13,K,615723,아이윈플러스,2022년 08월 18일,1,-,참석,"35,240,199","47,139",100,"118,636,752","157,130",2022년 09월 02일,0.3,0.3,2022년 01월 01일,-,2022년 09월 23일,아이윈플러스
2.02302E+13,K,1265251,압타머사이언스,2023년 02월 14일,2,-,참석,"8,490,126","460,000",500,"8,490,126","460,000",2023년 03월 02일,1,1,2023년 01월 01일,-,2023년 03월 27일,압타머사이언스
2.02108E+13,K,1251595,압타바이오,2021년 08월 09일,1,-,참석,"11,095,233",-,500,"11,095,233",-,2021년 08월 25일,1,-,2021년 01월 01일,-,2021년 09월 13일,압타바이오
2.01905E+13,K,1141942,액트로,2019년 05월 23일,-,-,불참,"4,930,377",-,500,"5,083,634",-,2019년 06월 07일,1,-,2019년 01월 01일,2019년 06월 24일,2019년 06월 25일,액트로
2.02302E+13,K,971090,어스앤에어로스페이스,2023년 02월 14일,2,-,참석,"8,391,544",-,500,"2,102,547",-,2023년 03월 02일,4,-,2023년 01월 01일,-,2023년 03월 20일,어스앤에어로스페이스
2.02007E+13,K,1073678,얼라인드,2020년 07월 06일,1,-,불참,"3,594,724",-,500,"3,594,724",-,2020년 07월 21일,1,-,2020년 01월 01일,-,2020년 08월 10일,얼라인드
2.0231E+13,K,1073678,얼라인드,2023년 10월 23일,1,-,불참,"7,189,448",-,500,"7,189,448",-,2023년 11월 08일,1,-,2023년 01월 01일,-,2023년 11월 24일,얼라인드
